step,closed_term,first_order_sq,second_order_cross,perturbative_open,correction,excess_over_1,max_pair_open,min_pair_open
24,0.99837793671212793,0.0019730466066849054,-0.0035908453207428187,0.99676013799807006,-0.0016177987140579132,-0.0032398620019299385,0.062380890777489997,-8.205022565346099e-09
25,0.99574025581434855,0.0018333048320657093,-0.0016923140536671908,0.99588124659274702,0.00014099077839851851,-0.0041187534072529841,0.062379025955222725,-2.4253148916179507e-27
26,0.99266834335435328,0.0011793722538702331,-0.00023783905527563102,0.99360987655294786,0.00094153319859460217,-0.0063901234470521429,0.062376147533678816,-5.8417108438520214e-09
27,0.99219394549575235,0.00097851109563162919,-0.00070282301861124741,0.99246963357277274,0.00027568807702038178,-0.0075303664272272641,0.062375147428144789,-6.4319578357319963e-10
28,0.99273604078432454,0.0009082862460801645,-0.0026161749643526418,0.9910281520660521,-0.0017078887182724774,-0.0089718479339478963,0.062373778094314991,0
29,0.99668895406104163,0.00084077622429521467,-0.0025037495919829423,0.99502598069335391,-0.0016629733676877276,-0.0049740193066460936,0.062373612182458307,-2.2739159305150632e-10
30,0.99704381029859934,0.00081216291736611,-0.0022582600882496465,0.99559771312771572,-0.0014460971708835364,-0.0044022868722842778,0.062373460676914537,-2.156093563768119e-10
31,0.99453403775311966,0.0011408175445791835,-0.002551873241356683,0.9931229820563422,-0.0014110556967774994,-0.0068770179436578038,0.062373599896046641,-1.7732392210772125e-24
32,0.99373377344386293,0.0013235250714361689,-0.0029949423487632488,0.99206235616653582,-0.0016714172773270798,-0.0079376438334641808,0.06237402158336549,0
33,0.99457123996666974,0.0013955712404935914,-0.0035983412235585641,0.99236846998360484,-0.0022027699830649726,-0.0076315300163951605,0.062374676791435775,0
34,0.99186430857635766,0.0026202040365850532,-0.0085425883618633382,0.98594192425107929,-0.0059223843252782845,-0.014058075748920706,0.062376148513870668,0
35,0.99980886645492006,0.0016854970941870178,-0.0067142854979711933,0.994780078051136,-0.0050287884037841755,-0.0052199219488640036,0.062375618259676975,-3.3148021510546001e-24
36,0.99955011110101522,0.0019775182360134225,-0.0065034886867580679,0.99502414065027045,-0.0045259704507446454,-0.00497585934972955,0.062374630870170061,-2.2734283419663058e-10
37,0.99838064766707246,0.0019267481212694908,-0.0056699340456655978,0.99463746174267631,-0.003743185924396107,-0.0053625382573236902,0.062373696418336746,-1.2310474350444483e-24
38,0.9971922201053226,0.001071036505649088,-0.0031040274375187769,0.9951592291734529,-0.0020329909318696892,-0.0048407708265471028,0.062372790123672764,-3.0682061380595133e-24
39,0.99460027004580231,0.0021751461638355668,-0.0068413183809674554,0.98993409782867037,-0.0046661722171318885,-0.010065902171329633,0.062372549085564069,-2.2578484395638425e-28
40,0.9941827085776499,0.0022486711617937605,-0.0071363337796032968,0.9892950459598403,-0.0048876626178095363,-0.010704954040159698,0.062372429323524423,-1.7079112066084267e-23
