mode,run_index,seed,source_npz,source_dt,experiment_dt,dt_missing,dt_mismatch,success,nit,nfev,initial_open_gate_fidelity,final_open_gate_fidelity,initial_close_gate_fidelity,final_close_gate_fidelity,initial_cost,final_cost,initial_l1_penalty,final_l1_penalty,initial_l2_penalty,final_l2_penalty,experiment_dir
custom,1,NA,experiments/outputs/spin_boson_perturbative_sweep_20260622_161741/noise_seed_12345/initial_pulse.npz,1.129e-05,1.129e-05,False,False,False,1,2,1.1255084690591473,1.968010264670462,0.44849758431738623,0.3802385911472784,1.1223044132531892,1.9542275151477624,0.0,0.0,0.0032040558059581075,0.013782749522699693,/Users/kun/Documents/GRAPE VERGE/experiments/outputs/spin_boson_perturbative_sweep_20260622_161758/custom_1_initial_pulse
