step,closed_term,first_order_sq,second_order_cross,perturbative_open,correction,excess_over_1,max_pair_open,min_pair_open
0,0.36115881848384385,0.16704815300613868,-0.16724905671274351,0.36095791477723904,-0.00020090370660483248,-0.63904208522276096,0.062475779144702287,-2.1559239355531092e-23
1,0.63354962196175757,0.070008635129522462,-0.072988601909005024,0.63056965518227504,-0.0029799667794825624,-0.36943034481772496,0.062475679002568361,0
2,0.8205297126084472,0.077980354590666448,-0.085582594892649702,0.81292747230646389,-0.0076022403019832541,-0.18707252769353611,0.062433852452995889,-5.7499608590890633e-23
3,0.93588063840513636,0.062411400224984259,-0.077055662470828484,0.9212363761592921,-0.014644262245844225,-0.078763623840707897,0.062443201160342993,-5.3239841851934901e-23
4,0.9434688935040888,0.058010234015064464,-0.073416885067410662,0.92806224245174262,-0.015406651052346197,-0.071937757548257375,0.062446708217623735,-1.4525292359136165e-24
5,0.94804267787579599,0.056722207926684705,-0.072327767174598837,0.93243711862788181,-0.015605559247914132,-0.067562881372118189,0.062445264747370242,-3.7676477515810792e-23
6,0.95517362723138788,0.050436230543612591,-0.066481545969122799,0.93912831180587775,-0.016045315425510208,-0.060871688194122253,0.062441537812965339,-1.615998220483955e-22
7,0.95726737743458279,0.0497181883723357,-0.065860045835210185,0.94112551997170824,-0.016141857462874484,-0.058874480028291765,0.062440767979694049,-1.1060262161318558e-23
8,0.96339206374169084,0.044107646247985695,-0.060573299779650924,0.94692641021002566,-0.016465653531665229,-0.05307358978997434,0.062438533750022444,-3.3654586246484962e-24
9,0.96654652944774377,0.0401942713503564,-0.056619581380118481,0.95012121941798178,-0.01642531002976208,-0.049878780582018223,0.062438925242866317,-2.4427501906073231e-24
10,0.97100805505200272,0.031821311659473835,-0.047127424113710993,0.95570194259776553,-0.015306112454237158,-0.04429805740223447,0.062440620599848951,-9.7689126203542579e-24
11,0.97309976978452284,0.022435083000747646,-0.034313415413927392,0.96122143737134313,-0.011878332413179746,-0.038778562628656865,0.062443532770118396,0
12,0.97401456498377625,0.020190960124581801,-0.031203541818848299,0.9630019832895097,-0.011012581694266499,-0.0369980167104903,0.062444887403254802,-9.1873659782423979e-23
13,0.9830228011049611,0.015704451991309053,-0.026955607006548997,0.97177164608972122,-0.011251155015239944,-0.028228353910278781,0.062445207161492121,-1.8742754329400353e-23
14,0.98918377787885348,0.013226544322894867,-0.02469382555722046,0.97771649664452798,-0.011467281234325593,-0.022283503355472023,0.062441851926494416,-4.0256451504661479e-25
15,0.99001309587422337,0.011475614112494811,-0.022087031707832345,0.97940167827888591,-0.010611417595337534,-0.020598321721114088,0.062441080955769362,-7.1627637093226766e-25
16,0.99035688778237729,0.01119254459005793,-0.021431106975188123,0.98011832539724708,-0.010238562385130193,-0.019881674602752919,0.062439990737897147,-4.5071926827711553e-28
17,0.98867155556383302,0.010870464771199635,-0.019662948503285829,0.97987907183174683,-0.008792483732086194,-0.020120928168253172,0.062439778451277364,-4.9058334205420163e-23
18,0.9885741753745847,0.010327331699328595,-0.018248663724990673,0.98065284334892266,-0.007921332025662078,-0.019347156651077335,0.062438081805894781,-3.0370423469057291e-23
19,0.98831260204399463,0.0083596898607965955,-0.013858227841565405,0.9828140640632258,-0.0054985379807688094,-0.017185935936774199,0.062436995541032748,-1.2717983078977674e-23
20,0.98657745837551214,0.007540954302376752,-0.012114766458350943,0.98200364621953795,-0.004573812155974191,-0.017996353780462049,0.062436085640658855,0
21,0.99669670474523675,0.0046763745613384493,-0.0081015140399163781,0.99327156526665883,-0.0034251394785779288,-0.0067284347333411709,0.062437294292421355,-4.0593104305187148e-23
22,0.99688658545855091,0.0039917502112904934,-0.0069246488698459542,0.99395368679999541,-0.0029328986585554608,-0.0060463132000045938,0.0624399305532699,-2.3534949183602418e-25
23,0.9986126548006139,0.0031543636829802889,-0.0055395361206806958,0.99622748236291359,-0.0023851724377004068,-0.0037725176370864144,0.06243970527685732,-5.5804595916073233e-23
24,0.99873134908212091,0.002607274415377391,-0.0046759164124761648,0.99666270708502225,-0.0020686419970987737,-0.0033372929149777519,0.062439649919162066,-6.2250320783359703e-23
25,0.99840921157901175,0.0021274420519163187,-0.0039548981436568096,0.99658175548727135,-0.0018274560917404909,-0.003418244512728652,0.062439631396845691,-5.8745201935086394e-24
26,0.99873383395440207,0.0019113331467213359,-0.0035754232480577747,0.99706974385306557,-0.0016640901013364388,-0.002930256146934429,0.062439521045607897,0
27,0.99861595115437329,0.0017781715772612837,-0.0038399969672298583,0.99655412576440483,-0.0020618253899685746,-0.0034458742355951699,0.062439931863336413,-7.4081633251960469e-23
28,0.99911258563012983,0.0018407878128483216,-0.0038287469548296863,0.99712462648814837,-0.0019879591419813647,-0.002875373511851631,0.06243957955111322,-1.1429149493127419e-25
29,0.99938503407469903,0.0017476959628154804,-0.0043556751027333286,0.99677705493478119,-0.002607979139917848,-0.0032229450652188074,0.062439623464253739,0
30,0.99913523436156026,0.0019694416986834784,-0.004761635726757139,0.99634304033348664,-0.0027921940280736606,-0.0036569596665133597,0.062439382847952161,0
31,0.99754144649059462,0.0041973073344100543,-0.0076299493649035132,0.99410880446010119,-0.003432642030493459,-0.0058911955398988081,0.062438038009934471,-1.4360595567942066e-25
32,0.99788685986813774,0.0050447177726145997,-0.0085931286004850803,0.99433844904026725,-0.0035484108278704806,-0.0056615509597327529,0.062436408289529309,-5.9505517909985805e-24
33,0.99789250322916634,0.0041422413258996116,-0.0075932037045259165,0.99444154085054004,-0.0034509623786263049,-0.00555845914945996,0.062435805976703201,0
34,0.99723294874048451,0.0053544427585357031,-0.009214787122030145,0.99337260437699004,-0.0038603443634944419,-0.0066273956230099573,0.062435060208559948,-6.9767625636488263e-23
35,0.99499483107489095,0.0095590564561445768,-0.013844826682044242,0.99070906084899135,-0.0042857702258996648,-0.0092909391510086481,0.062431464074273607,-7.5065406824469581e-23
36,0.99493061242900527,0.0097898681470150444,-0.014170419358756943,0.99055006121726341,-0.0043805512117418982,-0.0094499387827365888,0.062431446897692477,-7.6511731056465147e-23
37,0.9945975520309861,0.0087029019863342199,-0.013659948470034705,0.98964050554728555,-0.0049570464837004856,-0.010359494452714446,0.062431338275079649,0
38,0.99615928682333099,0.0066399170520804037,-0.01123510542375589,0.9915640984516555,-0.0045951883716754864,-0.0084359015483445043,0.062431890300846504,-2.1733583728851147e-22
39,0.99639147389662563,0.0041614872634668197,-0.0088167824279758843,0.99173617873211661,-0.0046552951645090646,-0.0082638212678833867,0.062431955078335578,-9.9788345367188491e-23
40,0.9965792134732524,0.0034794555415618737,-0.0073480941383194682,0.99271057487649483,-0.0038686385967575945,-0.0072894251235051666,0.062432872437378939,-2.9454688429037704e-27
