mode,run_index,seed,source_npz,source_dt,experiment_dt,dt_missing,dt_mismatch,interrupted,success,nit,nfev,initial_open_gate_fidelity,final_open_gate_fidelity,initial_close_gate_fidelity,final_close_gate_fidelity,initial_cost,final_cost,initial_l1_penalty,final_l1_penalty,initial_l2_penalty,final_l2_penalty,experiment_dir
noise,1,12345,NA,NA,NA,False,False,False,False,1,2,0.42817651601951034,0.8772269870026274,0.42327561738703123,0.8763690558817551,0.4205923539868453,0.8684191318307533,0.006545489033106854,0.0068827043366380385,0.0010386729995582051,0.001925150835236075,/Users/kun/Documents/GRAPE VERGE/experiments/outputs/spin_boson_perturbative_sweep_20260701_101023/noise_seed_12345
random,2,12346,NA,NA,NA,False,False,False,False,1,3,0.83965447455348,0.86333385569478,0.8405211805505852,0.8642170182280311,0.8290802781629285,0.8525118517087463,0.007341712486276211,0.007222309490462101,0.0032324839042752397,0.003599694495571588,/Users/kun/Documents/GRAPE VERGE/experiments/outputs/spin_boson_perturbative_sweep_20260701_101023/random_seed_12346
