step,closed_term,first_order_sq,second_order_cross,perturbative_open,correction,excess_over_1,max_pair_open,min_pair_open
0,0.34383901134071609,0.018019913022593526,-0.019774791656704038,0.34208413270660559,-0.001754878634110512,-0.65791586729339446,0.062458984965626414,-2.3902983268763258e-23
1,0.79555247073199309,0.0086122348760837679,0.0048521265373593567,0.80901683214543618,0.013464361413443125,-0.19098316785456382,0.062421497621340083,0
2,0.95586711816129699,0.015577830581861969,-0.037165145478142585,0.93427980326501647,-0.021587314896280616,-0.065720196734983527,0.06240970946314052,-4.6347509761972644e-24
3,0.96046028623965385,0.016638137413519199,-0.037738738657123086,0.93935968499604994,-0.021100601243603887,-0.060640315003950063,0.062409289970082112,-1.6535587070774863e-23
4,0.9705678596431484,0.020584169880584462,-0.039314138961584193,0.95183789056214863,-0.01872996908099973,-0.048162109437851375,0.062406806970209998,-2.4113448462577928e-26
5,0.97747575990520397,0.017786558074599185,-0.031695195791784689,0.96356712218801843,-0.013908637717185503,-0.036432877811981568,0.062404136625060974,0
6,0.99370674841780748,0.0064818599823250013,-0.010800171174321855,0.98938843722581071,-0.0043183111919968533,-0.010611562774189287,0.062396315819546279,-1.0121482097169506e-06
7,0.99755133408959096,0.0069651208512109888,-0.012711310658478766,0.99180514428232314,-0.0057461898072677774,-0.0081948557176768633,0.062396592893546328,-5.098764687413954e-07
8,0.99874004945540329,0.007280256045621626,-0.013957258272298639,0.99206304722872618,-0.0066770022266770127,-0.0079369527712738197,0.062396270457446022,-2.046581428436748e-07
9,0.99899249413624358,0.0074425691875507202,-0.014089264536509155,0.99234579878728524,-0.0066466953489584353,-0.0076542012127147618,0.062395855606207952,-5.2686808548211945e-08
10,0.99903074766912114,0.0073415716210984147,-0.01376940651900998,0.99260291277120971,-0.0064278348979115657,-0.0073970872287902889,0.06239520583931743,-1.5598356046022471e-07
