mode,run_index,seed,source_npz,source_dt,experiment_dt,dt_missing,dt_mismatch,success,nit,nfev,initial_open_gate_fidelity,final_open_gate_fidelity,initial_close_gate_fidelity,final_close_gate_fidelity,initial_cost,final_cost,initial_l1_penalty,final_l1_penalty,initial_l2_penalty,final_l2_penalty,experiment_dir
custom,1,NA,experiments/outputs/spin_boson_perturbative_20260622_155259/final_pulse.npz,1.1290000000000001e-06,1.1290000000000001e-06,False,False,False,8,118,0.99917931219997,0.9998618986325277,0.9989991571450008,0.9992628680706241,0.9991275927838442,0.9998303875457233,0.0,0.0,5.171941612585115e-05,3.151108680439017e-05,/Users/kun/Documents/GRAPE VERGE/experiments/outputs/spin_boson_perturbative_sweep_20260622_163049/custom_1_final_pulse
