step_index,time_s,time_us,alpha1_rad_s,alpha2_rad_s,alpha1_khz,alpha2_khz
0,5.6450000000000006e-07,0.56450000000000011,3191405.2997805616,0,507.92792886974848,0
1,1.6935000000000002e-06,1.6935000000000002,3191396.1318330048,2947.6573375724329,507.92646974557681,0.46913423581574831
2,2.8225000000000005e-06,2.8225000000000007,3191490.1426518857,4940.2659394053699,507.94143203210587,0.78626774444489056
3,3.9515000000000002e-06,3.9515000000000002,3191594.0823945841,6905.6307973375588,507.95797455593998,1.0990652765638991
4,5.0805000000000007e-06,5.0805000000000007,3191701.1498693163,8875.7116222960904,507.97501487378798,1.4126133781466084
5,6.2095000000000004e-06,6.2095000000000002,3185753.0540704858,10843.426462894327,507.02834602541998,1.7257849216230987
6,7.338500000000001e-06,7.3385000000000007,3177996.2704249322,12808.949255453001,505.79381556573577,2.0386075898185978
7,8.4675000000000015e-06,8.4675000000000011,3168970.2583946073,14770.664336209942,504.35728113470265,2.3508242418589815
8,9.5965000000000004e-06,9.5965000000000007,3158677.1056557335,16729.416881531353,502.71907499631101,2.6625693917407158
9,1.0725500000000001e-05,10.7255,3147132.9455238841,18683.45173492538,500.88176484748277,2.9735636976322222
10,1.1854500000000001e-05,11.854500000000002,3134343.9858397711,20633.280184355594,498.84633869675321,3.2838885335402463
11,1.2983500000000002e-05,12.983500000000001,3120325.9965769695,22577.863566638654,496.61530641336924,3.5933785910849525
12,1.4112500000000001e-05,14.112500000000001,3105092.6474712789,24516.77050866143,494.1908436033541,3.9019652151030679
13,1.5241500000000001e-05,15.241500000000002,3088655.6267289277,26449.974859929898,491.57481050250487,4.2096442436142061
14,1.6370500000000002e-05,16.370500000000003,3071037.9971748339,28376.123098979602,488.77087767340896,4.5162002569867159
15,1.7499500000000001e-05,17.499500000000001,3052247.2685065172,30295.922560586696,485.78024032154775,4.8217458310466439
16,1.8628500000000003e-05,18.628500000000003,3032314.0570228803,32207.546857517715,482.60777118223081,5.1259902872377845
17,1.9757500000000002e-05,19.7575,3011244.7592882486,34111.917919746775,479.25448830028932,5.4290803552727036
18,2.0886500000000001e-05,20.886500000000002,2989073.6012056815,36007.240038474563,475.72583889737695,5.7307302392196346
